"Stream/Site name","Collected","East","Delta"
"Mingus Park","Tue, 2015-01-13 09:58","4",""
"Mingus Park","Tue, 2015-01-13 09:58","10","1"
"Mingus Park","Tue, 2015-01-13 09:58","16","2"
"Mingus Park","Tue, 2015-01-13 09:58","22","3"
"Mingus Park","Tue, 2015-01-13 09:58","23","4"
"Mingus Park","Tue, 2015-01-13 09:58","24","5"
"Mingus Park","Tue, 2015-01-13 09:58","28","6"
"Mingus Park","Tue, 2015-01-13 09:58","29","7"
"Mingus Park","Tue, 2015-01-13 09:58","34","8"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:05","16",""
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:05","17","1"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:05","18","2"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:05","23","3"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:05","24","4"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:40","4",""
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:40","9","1"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:40","10","2"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:40","11","3"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:40","17","4"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:40","18","5"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:40","22","6"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:40","23","7"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:40","24","8"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:00","4",""
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:00","10","1"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:00","11","2"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:00","17","3"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:00","18","4"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:00","23","5"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:00","24","6"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:00","29","7"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:30","3",""
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:30","4","1"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:30","10","2"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:30","11","3"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:30","16","4"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:30","17","5"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:30","18","6"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:30","22","7"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:30","23","8"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:30","24","9"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:30","28","10"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:30","29","11"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:30","34","12"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:39","3",""
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:39","4","1"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:39","8","2"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:39","9","3"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:39","10","4"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:39","11","5"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:39","13","6"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:39","14","7"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:39","15","8"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:39","16","9"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:39","17","10"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:39","18","11"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:39","20","12"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:39","21","13"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:39","22","14"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:39","23","15"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:39","24","16"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:39","28","17"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:39","29","18"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:39","34","19"
"Wallowa River Tamkaliks Site","Thu, 2015-10-08 09:40","3",""
"Wallowa River Tamkaliks Site","Thu, 2015-10-08 09:40","4","1"
"Wallowa River Tamkaliks Site","Thu, 2015-10-08 09:40","8","2"
"Wallowa River Tamkaliks Site","Thu, 2015-10-08 09:40","9","3"
"Wallowa River Tamkaliks Site","Thu, 2015-10-08 09:40","10","4"
"Wallowa River Tamkaliks Site","Thu, 2015-10-08 09:40","11","5"
"Wallowa River Tamkaliks Site","Thu, 2015-10-08 09:40","13","6"
"Wallowa River Tamkaliks Site","Thu, 2015-10-08 09:40","14","7"
"Wallowa River Tamkaliks Site","Thu, 2015-10-08 09:40","15","8"
"Wallowa River Tamkaliks Site","Thu, 2015-10-08 09:40","16","9"
"Wallowa River Tamkaliks Site","Thu, 2015-10-08 09:40","19","10"
"Wallowa River Tamkaliks Site","Thu, 2015-10-08 09:40","20","11"
"Wallowa River Tamkaliks Site","Thu, 2015-10-08 09:40","21","12"
"Wallowa River Tamkaliks Site","Thu, 2015-10-08 09:40","22","13"
"Wallowa River Tamkaliks Site","Thu, 2015-10-08 09:40","26","14"
"Wallowa River Tamkaliks Site","Thu, 2015-10-08 09:40","27","15"
"Wallowa River Tamkaliks Site","Thu, 2015-10-08 09:40","28","16"
"Wallowa River Tamkaliks Site","Thu, 2015-10-08 09:40","33","17"
"Wallowa River Tamkaliks Site","Thu, 2015-10-08 09:40","34","18"
"Bear Creek","Thu, 2015-10-08 09:46","3",""
"Bear Creek","Thu, 2015-10-08 09:46","4","1"
"Bear Creek","Thu, 2015-10-08 09:46","8","2"
"Bear Creek","Thu, 2015-10-08 09:46","9","3"
"Bear Creek","Thu, 2015-10-08 09:46","10","4"
"Bear Creek","Thu, 2015-10-08 09:46","11","5"
"Bear Creek","Thu, 2015-10-08 09:46","13","6"
"Bear Creek","Thu, 2015-10-08 09:46","14","7"
"Bear Creek","Thu, 2015-10-08 09:46","15","8"
"Bear Creek","Thu, 2015-10-08 09:46","16","9"
"Bear Creek","Thu, 2015-10-08 09:46","17","10"
"Bear Creek","Thu, 2015-10-08 09:46","18","11"
"Bear Creek","Thu, 2015-10-08 09:46","19","12"
"Bear Creek","Thu, 2015-10-08 09:46","20","13"
"Bear Creek","Thu, 2015-10-08 09:46","21","14"
"Bear Creek","Thu, 2015-10-08 09:46","22","15"
"Bear Creek","Thu, 2015-10-08 09:46","23","16"
"Bear Creek","Thu, 2015-10-08 09:46","24","17"
"Bear Creek","Thu, 2015-10-08 09:46","26","18"
"Bear Creek","Thu, 2015-10-08 09:46","27","19"
"Bear Creek","Thu, 2015-10-08 09:46","29","20"
"Bear Creek","Thu, 2015-10-08 09:46","33","21"
"Joseph City Park","Wed, 2015-10-21 10:00","3",""
"Joseph City Park","Wed, 2015-10-21 10:00","4","1"
"Joseph City Park","Wed, 2015-10-21 10:00","11","2"
"Joseph City Park","Wed, 2015-10-21 10:00","18","3"
"Joseph City Park","Wed, 2015-10-21 10:00","24","4"
"Joseph Prairie Creek","Wed, 2015-10-21 10:12","",""
"Mingus Park","Thu, 2015-10-29 11:22","3",""
"Mingus Park","Thu, 2015-10-29 11:22","10","1"
"Mingus Park","Thu, 2015-10-29 11:22","11","2"
"Mingus Park","Thu, 2015-10-29 11:22","16","3"
"Mingus Park","Thu, 2015-10-29 11:22","17","4"
"Mingus Park","Thu, 2015-10-29 11:22","19","5"
"Mingus Park","Thu, 2015-10-29 (All day)","3",""
"Mingus Park","Thu, 2015-10-29 (All day)","8","1"
"Mingus Park","Thu, 2015-10-29 (All day)","9","2"
"Mingus Park","Thu, 2015-10-29 (All day)","11","3"
"Mingus Park","Thu, 2015-10-29 (All day)","13","4"
"Mingus Park","Thu, 2015-10-29 (All day)","14","5"
"Mingus Park","Thu, 2015-10-29 (All day)","15","6"
"Mingus Park","Thu, 2015-10-29 (All day)","17","7"
"Mingus Park","Thu, 2015-10-29 (All day)","18","8"
"Mingus Park","Thu, 2015-10-29 (All day)","19","9"
"Mingus Park","Thu, 2015-10-29 (All day)","20","10"
"Mingus Park","Thu, 2015-10-29 (All day)","21","11"
"Mingus Park","Thu, 2015-10-29 (All day)","24","12"
"Mingus Park","Thu, 2015-10-29 (All day)","26","13"
"Mingus Park","Thu, 2015-10-29 (All day)","27","14"
"Mingus Park","Thu, 2015-10-29 (All day)","28","15"
"Mingus Park","Thu, 2015-10-29 (All day)","33","16"
"Mingus Park","Thu, 2015-10-29 (All day)","34","17"
"Mingus Park","Mon, 2015-11-09 13:10","3",""
"Mingus Park","Mon, 2015-11-09 13:10","4","1"
"Mingus Park","Mon, 2015-11-09 13:10","9","2"
"Mingus Park","Mon, 2015-11-09 13:10","10","3"
"Mingus Park","Mon, 2015-11-09 13:10","11","4"
"Mingus Park","Mon, 2015-11-09 13:10","15","5"
"Mingus Park","Mon, 2015-11-09 13:10","16","6"
"Mingus Park","Mon, 2015-11-09 13:10","17","7"
"Mingus Park","Mon, 2015-11-09 13:10","18","8"
"Mingus Park","Mon, 2015-11-09 13:10","19","9"
"Mingus Park","Mon, 2015-11-09 13:10","20","10"
"Mingus Park","Mon, 2015-11-09 13:10","26","11"
"Mingus Park","Mon, 2015-11-09 13:10","27","12"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:03","26",""
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","3",""
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","4","1"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","8","2"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","9","3"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","10","4"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","11","5"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","13","6"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","14","7"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","15","8"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","16","9"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","17","10"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","18","11"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","19","12"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","20","13"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","21","14"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","22","15"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","23","16"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","24","17"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","26","18"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","27","19"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","28","20"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","29","21"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","3",""
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","4","1"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","8","2"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","9","3"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","10","4"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","11","5"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","13","6"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","14","7"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","15","8"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","16","9"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","17","10"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","18","11"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","19","12"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","20","13"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","21","14"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","26","15"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","3",""
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","4","1"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","8","2"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","9","3"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","10","4"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","11","5"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","15","6"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","16","7"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","17","8"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","18","9"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","21","10"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","22","11"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","23","12"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","24","13"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","26","14"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","27","15"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","28","16"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","29","17"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","33","18"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","34","19"
"Clemens Park - Alsea River","Tue, 2015-10-27 12:46","3",""
"Clemens Park - Alsea River","Tue, 2015-10-27 12:46","4","1"
"Clemens Park - Alsea River","Tue, 2015-10-27 12:46","8","2"
"Clemens Park - Alsea River","Tue, 2015-10-27 12:46","9","3"
"Clemens Park - Alsea River","Tue, 2015-10-27 12:46","10","4"
"Clemens Park - Alsea River","Tue, 2015-10-27 12:46","11","5"
"Clemens Park - Alsea River","Tue, 2015-10-27 12:46","13","6"
"Clemens Park - Alsea River","Tue, 2015-10-27 12:46","14","7"
"Clemens Park - Alsea River","Tue, 2015-10-27 12:46","15","8"
"Clemens Park - Alsea River","Tue, 2015-10-27 12:46","16","9"
"Clemens Park - Alsea River","Tue, 2015-10-27 12:46","17","10"
"Clemens Park - Alsea River","Tue, 2015-10-27 12:46","18","11"
"Clemens Park - Alsea River","Tue, 2015-10-27 12:46","19","12"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","3",""
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","4","1"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","8","2"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","9","3"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","10","4"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","14","5"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","19","6"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","26","7"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","28","8"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","29","9"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","33","10"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","34","11"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","4",""
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","10","1"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","11","2"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","13","3"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","16","4"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","17","5"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","18","6"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","19","7"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","22","8"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","23","9"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","24","10"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","28","11"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","29","12"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","34","13"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","3",""
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","4","1"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","8","2"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","9","3"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","10","4"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","11","5"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","13","6"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","14","7"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","15","8"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","16","9"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","17","10"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","18","11"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","19","12"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","20","13"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","21","14"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","22","15"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","23","16"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","24","17"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","3",""
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","4","1"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","8","2"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","9","3"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","10","4"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","11","5"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","13","6"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","14","7"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","15","8"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","16","9"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","17","10"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","18","11"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","19","12"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","20","13"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","21","14"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","22","15"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","23","16"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","24","17"
"Clemens Park - Alsea River","Mon, 2015-10-26 09:54","3",""
"Clemens Park - Alsea River","Mon, 2015-10-26 09:54","4","1"
"Clemens Park - Alsea River","Mon, 2015-10-26 09:54","8","2"
"Clemens Park - Alsea River","Mon, 2015-10-26 09:54","9","3"
"Clemens Park - Alsea River","Mon, 2015-10-26 09:54","10","4"
"Clemens Park - Alsea River","Mon, 2015-10-26 09:54","11","5"
"Clemens Park - Alsea River","Mon, 2015-10-26 09:54","13","6"
"Clemens Park - Alsea River","Mon, 2015-10-26 09:54","14","7"
"Clemens Park - Alsea River","Mon, 2015-10-26 09:54","15","8"
"Clemens Park - Alsea River","Mon, 2015-10-26 09:54","16","9"
"Clemens Park - Alsea River","Mon, 2015-10-26 09:54","17","10"
"Clemens Park - Alsea River","Mon, 2015-10-26 09:54","18","11"
"Clemens Park - Alsea River","Mon, 2015-10-26 09:54","19","12"
"Clemens Park - Alsea River","Mon, 2015-10-26 09:54","20","13"
"Clemens Park - Alsea River","Mon, 2015-10-26 09:54","21","14"
"Clemens Park - Alsea River","Mon, 2015-10-26 09:54","22","15"
"Clemens Park - Alsea River","Mon, 2015-10-26 09:54","23","16"
"Clemens Park - Alsea River","Mon, 2015-10-26 09:54","24","17"
"Clemens Park - Alsea River","Mon, 2015-10-26 09:54","29","18"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:20","3",""
"Clemens Park - Alsea River","Mon, 2015-10-26 10:20","4","1"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:20","8","2"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:20","9","3"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:20","10","4"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:20","11","5"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:20","13","6"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:20","14","7"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:20","15","8"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:20","16","9"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:20","17","10"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:20","18","11"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:20","19","12"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:20","20","13"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:05","3",""
"Clemens Park - Alsea River","Mon, 2015-10-26 10:05","4","1"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:05","8","2"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:05","9","3"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:05","10","4"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:05","11","5"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:05","13","6"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:05","18","7"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","3",""
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","4","1"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","8","2"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","9","3"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","10","4"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","11","5"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","13","6"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","14","7"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","15","8"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","16","9"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","17","10"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","18","11"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","19","12"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","20","13"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","21","14"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","22","15"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","23","16"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","24","17"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","26","18"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","27","19"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","28","20"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","29","21"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","33","22"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","34","23"
"Clemens Park - Alsea River","","",""
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","3",""
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","4","1"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","8","2"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","9","3"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","10","4"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","13","5"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","14","6"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","19","7"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","3",""
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","4","1"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","8","2"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","11","3"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","13","4"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","16","5"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","17","6"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","18","7"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","21","8"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","22","9"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","23","10"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","24","11"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","28","12"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","29","13"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","33","14"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","3",""
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","4","1"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","9","2"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","10","3"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","11","4"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","15","5"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","16","6"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","17","7"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","18","8"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","21","9"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","22","10"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","23","11"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","24","12"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","26","13"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","27","14"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","28","15"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","29","16"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","33","17"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","34","18"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","3",""
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","4","1"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","8","2"
