"Stream/Site name","Collected","West","Delta"
"Mingus Park","Tue, 2015-01-13 09:58","27","11"
"Mingus Park","Tue, 2015-01-13 09:58","28","12"
"Mingus Park","Tue, 2015-01-13 09:58","29","13"
"Mingus Park","Tue, 2015-01-13 09:58","33","14"
"Mingus Park","Tue, 2015-01-13 09:58","34","15"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:05","3",""
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:05","4","1"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:05","8","2"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:05","9","3"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:05","11","4"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:05","13","5"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:05","14","6"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:05","16","7"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:05","17","8"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:05","18","9"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:05","19","10"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:05","26","11"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:40","3",""
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:40","4","1"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:40","8","2"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:40","9","3"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:40","10","4"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:40","11","5"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:40","13","6"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:40","14","7"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:40","15","8"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:40","16","9"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:40","17","10"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 13:40","18","11"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:00","3",""
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:00","4","1"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:00","8","2"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:00","13","3"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:30","3",""
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:30","4","1"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:30","8","2"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:30","9","3"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:30","10","4"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:30","11","5"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:30","13","6"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:30","14","7"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:30","15","8"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:30","16","9"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:30","17","10"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:30","18","11"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:30","19","12"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:30","20","13"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:39","3",""
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:39","4","1"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:39","8","2"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:39","9","3"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:39","10","4"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:39","11","5"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:39","13","6"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:39","14","7"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:39","15","8"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:39","16","9"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:39","17","10"
"Hamilton Creek - LHS & Santiam Watershed Council","Mon, 2015-03-09 12:39","18","11"
"Wallowa River Tamkaliks Site","Thu, 2015-10-08 09:40","3",""
"Wallowa River Tamkaliks Site","Thu, 2015-10-08 09:40","4","1"
"Wallowa River Tamkaliks Site","Thu, 2015-10-08 09:40","10","2"
"Wallowa River Tamkaliks Site","Thu, 2015-10-08 09:40","11","3"
"Wallowa River Tamkaliks Site","Thu, 2015-10-08 09:40","17","4"
"Wallowa River Tamkaliks Site","Thu, 2015-10-08 09:40","18","5"
"Wallowa River Tamkaliks Site","Thu, 2015-10-08 09:40","23","6"
"Wallowa River Tamkaliks Site","Thu, 2015-10-08 09:40","24","7"
"Wallowa River Tamkaliks Site","Thu, 2015-10-08 09:40","28","8"
"Wallowa River Tamkaliks Site","Thu, 2015-10-08 09:40","29","9"
"Wallowa River Tamkaliks Site","Thu, 2015-10-08 09:40","33","10"
"Wallowa River Tamkaliks Site","Thu, 2015-10-08 09:40","34","11"
"Bear Creek","Thu, 2015-10-08 09:46","3",""
"Bear Creek","Thu, 2015-10-08 09:46","4","1"
"Bear Creek","Thu, 2015-10-08 09:46","9","2"
"Bear Creek","Thu, 2015-10-08 09:46","10","3"
"Bear Creek","Thu, 2015-10-08 09:46","11","4"
"Bear Creek","Thu, 2015-10-08 09:46","17","5"
"Bear Creek","Thu, 2015-10-08 09:46","18","6"
"Bear Creek","Thu, 2015-10-08 09:46","22","7"
"Bear Creek","Thu, 2015-10-08 09:46","23","8"
"Bear Creek","Thu, 2015-10-08 09:46","24","9"
"Bear Creek","Thu, 2015-10-08 09:46","28","10"
"Bear Creek","Thu, 2015-10-08 09:46","29","11"
"Bear Creek","Thu, 2015-10-08 09:46","34","12"
"Joseph City Park","Wed, 2015-10-21 10:00","13",""
"Joseph City Park","Wed, 2015-10-21 10:00","19","1"
"Joseph City Park","Wed, 2015-10-21 10:00","26","2"
"Joseph City Park","Wed, 2015-10-21 10:00","33","3"
"Joseph City Park","Wed, 2015-10-21 10:00","34","4"
"Joseph Prairie Creek","Wed, 2015-10-21 10:12","",""
"Mingus Park","Thu, 2015-10-29 11:22","3",""
"Mingus Park","Thu, 2015-10-29 11:22","9","1"
"Mingus Park","Thu, 2015-10-29 11:22","10","2"
"Mingus Park","Thu, 2015-10-29 11:22","15","3"
"Mingus Park","Thu, 2015-10-29 11:22","16","4"
"Mingus Park","Thu, 2015-10-29 11:22","21","5"
"Mingus Park","Thu, 2015-10-29 11:22","22","6"
"Mingus Park","Thu, 2015-10-29 (All day)","3",""
"Mingus Park","Thu, 2015-10-29 (All day)","8","1"
"Mingus Park","Thu, 2015-10-29 (All day)","9","2"
"Mingus Park","Thu, 2015-10-29 (All day)","13","3"
"Mingus Park","Thu, 2015-10-29 (All day)","14","4"
"Mingus Park","Thu, 2015-10-29 (All day)","15","5"
"Mingus Park","Thu, 2015-10-29 (All day)","16","6"
"Mingus Park","Thu, 2015-10-29 (All day)","19","7"
"Mingus Park","Thu, 2015-10-29 (All day)","20","8"
"Mingus Park","Thu, 2015-10-29 (All day)","21","9"
"Mingus Park","Thu, 2015-10-29 (All day)","22","10"
"Mingus Park","Thu, 2015-10-29 (All day)","23","11"
"Mingus Park","Thu, 2015-10-29 (All day)","24","12"
"Mingus Park","Thu, 2015-10-29 (All day)","26","13"
"Mingus Park","Thu, 2015-10-29 (All day)","27","14"
"Mingus Park","Thu, 2015-10-29 (All day)","28","15"
"Mingus Park","Thu, 2015-10-29 (All day)","29","16"
"Mingus Park","Thu, 2015-10-29 (All day)","33","17"
"Mingus Park","Thu, 2015-10-29 (All day)","34","18"
"Mingus Park","Mon, 2015-11-09 13:10","3",""
"Mingus Park","Mon, 2015-11-09 13:10","4","1"
"Mingus Park","Mon, 2015-11-09 13:10","9","2"
"Mingus Park","Mon, 2015-11-09 13:10","10","3"
"Mingus Park","Mon, 2015-11-09 13:10","15","4"
"Mingus Park","Mon, 2015-11-09 13:10","16","5"
"Mingus Park","Mon, 2015-11-09 13:10","21","6"
"Mingus Park","Mon, 2015-11-09 13:10","22","7"
"Mingus Park","Mon, 2015-11-09 13:10","23","8"
"Mingus Park","Mon, 2015-11-09 13:10","24","9"
"Mingus Park","Mon, 2015-11-09 13:10","27","10"
"Mingus Park","Mon, 2015-11-09 13:10","28","11"
"Mingus Park","Mon, 2015-11-09 13:10","29","12"
"Mingus Park","Mon, 2015-11-09 13:10","33","13"
"Mingus Park","Mon, 2015-11-09 13:10","34","14"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:03","3",""
"Clemens Park - Alsea River","Tue, 2015-10-27 10:03","4","1"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","3",""
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","4","1"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","8","2"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","9","3"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","10","4"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:36","11","5"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","3",""
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","4","1"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","8","2"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","9","3"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","13","4"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:28","34","5"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","21",""
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","22","1"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","26","2"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","27","3"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","28","4"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","29","5"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","33","6"
"Clemens Park - Alsea River","Tue, 2015-10-27 11:56","34","7"
"Clemens Park - Alsea River","Tue, 2015-10-27 12:46","4",""
"Clemens Park - Alsea River","Tue, 2015-10-27 12:46","11","1"
"Clemens Park - Alsea River","Tue, 2015-10-27 12:46","18","2"
"Clemens Park - Alsea River","Tue, 2015-10-27 12:46","23","3"
"Clemens Park - Alsea River","Tue, 2015-10-27 12:46","24","4"
"Clemens Park - Alsea River","Tue, 2015-10-27 12:46","29","5"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","3",""
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","4","1"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","8","2"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","9","3"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","10","4"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","11","5"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","13","6"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","14","7"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","15","8"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","16","9"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","17","10"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","18","11"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","19","12"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","20","13"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","21","14"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","22","15"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","24","16"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","26","17"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:10","27","18"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","3",""
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","4","1"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","8","2"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","9","3"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","10","4"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","11","5"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","13","6"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","14","7"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","15","8"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","16","9"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","17","10"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","18","11"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","19","12"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","20","13"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","21","14"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","22","15"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","23","16"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","24","17"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","26","18"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","27","19"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","28","20"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","29","21"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","33","22"
"Clemens Park - Alsea River","Tue, 2015-10-27 10:12","34","23"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","3",""
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","4","1"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","8","2"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","9","3"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","10","4"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","11","5"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","13","6"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","14","7"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","15","8"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","16","9"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","17","10"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","18","11"
"Clemens Park - Alsea River","Mon, 2015-10-26 12:10","19","12"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","3",""
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","4","1"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","8","2"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","9","3"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","10","4"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","11","5"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","13","6"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","14","7"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","15","8"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","17","9"
"Clemens Park - Alsea River","Mon, 2015-10-26 13:00","18","10"
"Clemens Park - Alsea River","Mon, 2015-10-26 09:54","3",""
"Clemens Park - Alsea River","Mon, 2015-10-26 09:54","4","1"
"Clemens Park - Alsea River","Mon, 2015-10-26 09:54","8","2"
"Clemens Park - Alsea River","Mon, 2015-10-26 09:54","13","3"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:20","3",""
"Clemens Park - Alsea River","Mon, 2015-10-26 10:20","4","1"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:20","8","2"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:20","13","3"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:20","33","4"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:05","3",""
"Clemens Park - Alsea River","Mon, 2015-10-26 10:05","4","1"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:05","8","2"
"Clemens Park - Alsea River","Mon, 2015-10-26 10:05","11","3"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","3",""
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","4","1"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","8","2"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","9","3"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","10","4"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","11","5"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","13","6"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","14","7"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","15","8"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","16","9"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","17","10"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","18","11"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","19","12"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","20","13"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","21","14"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","22","15"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","23","16"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","24","17"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","26","18"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","27","19"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","28","20"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","29","21"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","33","22"
"Clemens Park - Alsea River","Wed, 2015-11-04 09:40","34","23"
"Clemens Park - Alsea River","","",""
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","18",""
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","23","1"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","24","2"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","29","3"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","34","4"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","3",""
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","4","1"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","8","2"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","9","3"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","13","4"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","14","5"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","19","6"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","26","7"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","33","8"
"Clemens Park - Alsea River","Wed, 2015-11-04 00:36","34","9"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","3",""
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","4","1"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","8","2"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","9","3"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","10","4"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","15","5"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","16","6"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","17","7"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","21","8"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","22","9"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","23","10"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","27","11"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","28","12"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","29","13"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","33","14"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:45","34","15"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","3",""
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","4","1"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","10","2"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","11","3"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","17","4"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","18","5"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","19","6"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","20","7"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","23","8"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","24","9"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","26","10"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","27","11"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","33","12"
"Clemens Park - Alsea River","Wed, 2015-11-04 12:10","34","13"
"Clemens Park - Alsea River","Wed, 2015-11-04 13:13","3",""
"Clemens Park - Alsea River","Wed, 2015-11-04 13:13","4","1"
"Clemens Park - Alsea River","Wed, 2015-11-04 13:13","9","2"
"Clemens Park - Alsea River","Wed, 2015-11-04 13:13","10","3"
"Clemens Park - Alsea River","Wed, 2015-11-04 13:13","11","4"
"Clemens Park - Alsea River","Wed, 2015-11-04 13:13","15","5"
"Clemens Park - Alsea River","Wed, 2015-11-04 13:13","16","6"
"Clemens Park - Alsea River","Wed, 2015-11-04 13:13","17","7"
"Clemens Park - Alsea River","Wed, 2015-11-04 13:13","18","8"
"Clemens Park - Alsea River","Wed, 2015-11-04 13:13","24","9"
"Clemens Park - Alsea River","Wed, 2015-11-04 13:13","33","10"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","4",""
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","8","1"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","9","2"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","13","3"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","14","4"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","17","5"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","18","6"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","19","7"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","20","8"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","21","9"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","22","10"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","23","11"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","24","12"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","26","13"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","27","14"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","28","15"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","29","16"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","33","17"
"Clemens Park - Alsea River","Wed, 2015-11-04 10:00","34","18"
"Cox Creek","Thu, 2015-11-19 (All day)","",""
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","4",""
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","10","1"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","11","2"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","13","3"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","14","4"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","17","5"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","18","6"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","19","7"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","20","8"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","21","9"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","23","10"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","24","11"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","26","12"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","27","13"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","33","14"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 10:12","34","15"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","4",""
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","10","1"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","11","2"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","16","3"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","17","4"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","18","5"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","22","6"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","23","7"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","24","8"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","28","9"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","29","10"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:55","34","11"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:54","3",""
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:54","4","1"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:54","8","2"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:54","9","3"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:54","10","4"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:54","11","5"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:54","14","6"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:54","15","7"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:54","16","8"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:54","17","9"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:54","18","10"
"Hamilton Creek - LHS & Santiam Watershed Council","Wed, 2016-02-24 09:54","19","11"
