"Stream/Site name","Collected","South","Delta","Nid","Uid"
"West Olalla Creek","Thu, 2016-05-19 09:06","22","11","12311","1076"
"West Olalla Creek","Thu, 2016-05-19 09:06","23","12","12311","1076"
"West Olalla Creek","Thu, 2016-05-19 09:06","24","13","12311","1076"
"West Olalla Creek","Thu, 2016-05-19 09:06","26","14","12311","1076"
"West Olalla Creek","Thu, 2016-05-19 09:06","27","15","12311","1076"
"West Olalla Creek","Thu, 2016-05-19 09:06","28","16","12311","1076"
"West Olalla Creek","Thu, 2016-05-19 09:06","29","17","12311","1076"
"West Olalla Creek","Thu, 2016-05-19 09:06","33","18","12311","1076"
"West Olalla Creek","Thu, 2016-05-19 09:06","34","19","12311","1076"
"Jeffery's Creek","Fri, 2013-06-07 20:25","3","","12836","1106"
"Jeffery's Creek","Fri, 2013-06-07 20:25","4","1","12836","1106"
"Jeffery's Creek","Fri, 2013-06-07 20:25","8","2","12836","1106"
"Jeffery's Creek","Fri, 2013-06-07 20:25","9","3","12836","1106"
"Jeffery's Creek","Fri, 2013-06-07 20:25","10","4","12836","1106"
"Jeffery's Creek","Fri, 2013-06-07 20:25","11","5","12836","1106"
"Jeffery's Creek","Fri, 2013-06-07 20:25","13","6","12836","1106"
"Jeffery's Creek","Fri, 2013-06-07 20:25","14","7","12836","1106"
"Jeffery's Creek","Fri, 2013-06-07 20:25","15","8","12836","1106"
"Jeffery's Creek","Fri, 2013-06-07 20:25","16","9","12836","1106"
"Jeffery's Creek","Fri, 2013-06-07 20:25","17","10","12836","1106"
"Jeffery's Creek","Fri, 2013-06-07 20:25","19","11","12836","1106"
"Jeffery's Creek","Fri, 2013-06-07 20:25","20","12","12836","1106"
"Jeffery's Creek","Fri, 2013-06-07 20:25","21","13","12836","1106"
"Jeffery's Creek","Fri, 2013-06-07 20:25","22","14","12836","1106"
"Jeffery's Creek","Fri, 2013-06-07 20:25","24","15","12836","1106"
"Jeffery's Creek","Fri, 2013-06-07 20:25","26","16","12836","1106"
"Jeffery's Creek","Fri, 2013-06-07 20:25","27","17","12836","1106"
"Jeffery's Creek","Fri, 2013-06-07 20:25","29","18","12836","1106"
"Jeffery's Creek","Fri, 2013-06-07 20:25","34","19","12836","1106"
"Jeffery's Creek","Thu, 2016-06-09 13:30","26","","13021","1266"
"Jeffery's Creek","Thu, 2016-06-09 13:30","27","1","13021","1266"
"Jeffery's Creek","Thu, 2016-06-09 13:30","33","2","13021","1266"
"Jeffery's Creek","Thu, 2016-06-09 13:30","34","3","13021","1266"
"Jeffery's Creek","Mon, 2016-06-13 14:46","3","","13031","1271"
"Jeffery's Creek","Mon, 2016-06-13 14:46","4","1","13031","1271"
"Jeffery's Creek","Mon, 2016-06-13 14:46","8","2","13031","1271"
"Jeffery's Creek","Mon, 2016-06-13 14:46","9","3","13031","1271"
"Jeffery's Creek","Mon, 2016-06-13 14:46","10","4","13031","1271"
"Jeffery's Creek","Mon, 2016-06-13 14:46","11","5","13031","1271"
"Jeffery's Creek","Mon, 2016-06-13 14:46","13","6","13031","1271"
"Jeffery's Creek","Mon, 2016-06-13 14:46","14","7","13031","1271"
"Jeffery's Creek","Mon, 2016-06-13 14:46","15","8","13031","1271"
"Jeffery's Creek","Mon, 2016-06-13 14:46","16","9","13031","1271"
"Jeffery's Creek","Mon, 2016-06-13 14:46","17","10","13031","1271"
"Jeffery's Creek","Mon, 2016-06-13 14:46","18","11","13031","1271"
"Jeffery's Creek","Mon, 2016-06-13 14:46","19","12","13031","1271"
"Jeffery's Creek","Mon, 2016-06-13 14:46","20","13","13031","1271"
"Jeffery's Creek","Mon, 2016-06-13 14:46","21","14","13031","1271"
"Jeffery's Creek","Mon, 2016-06-13 14:46","22","15","13031","1271"
"Jeffery's Creek","Mon, 2016-06-13 14:46","23","16","13031","1271"
"Jeffery's Creek","Mon, 2016-06-13 14:46","24","17","13031","1271"
"Jeffery's Creek","Mon, 2016-06-13 14:46","27","18","13031","1271"
"Jeffery's Creek","Mon, 2016-06-13 14:46","28","19","13031","1271"
"Jeffery's Creek","Mon, 2016-06-13 14:46","29","20","13031","1271"
"Jeffery's Creek","Mon, 2016-06-13 14:46","33","21","13031","1271"
"Jeffery's Creek","Mon, 2016-06-13 14:46","34","22","13031","1271"
"Jeffery's Creek","Thu, 2016-06-09 14:46","3","","13036","1301"
"Jeffery's Creek","Thu, 2016-06-09 14:46","4","1","13036","1301"
"Jeffery's Creek","Thu, 2016-06-09 14:46","8","2","13036","1301"
"Jeffery's Creek","Thu, 2016-06-09 14:46","9","3","13036","1301"
"Jeffery's Creek","Thu, 2016-06-09 14:46","10","4","13036","1301"
"Jeffery's Creek","Thu, 2016-06-09 14:46","11","5","13036","1301"
"Jeffery's Creek","Thu, 2016-06-09 14:46","13","6","13036","1301"
"Jeffery's Creek","Thu, 2016-06-09 14:46","14","7","13036","1301"
"Jeffery's Creek","Thu, 2016-06-09 14:46","15","8","13036","1301"
"Jeffery's Creek","Thu, 2016-06-09 14:46","16","9","13036","1301"
"Jeffery's Creek","Thu, 2016-06-09 14:46","17","10","13036","1301"
"Jeffery's Creek","Thu, 2016-06-09 14:46","18","11","13036","1301"
"Jeffery's Creek","Thu, 2016-06-09 14:46","19","12","13036","1301"
"Jeffery's Creek","Thu, 2016-06-09 14:46","20","13","13036","1301"
"Jeffery's Creek","Thu, 2016-06-09 14:46","21","14","13036","1301"
"Jeffery's Creek","Thu, 2016-06-09 14:46","22","15","13036","1301"
"Jeffery's Creek","Thu, 2016-06-09 14:46","23","16","13036","1301"
"Jeffery's Creek","Thu, 2016-06-09 14:46","24","17","13036","1301"
"Jeffery's Creek","Thu, 2016-06-09 14:46","27","18","13036","1301"
"Jeffery's Creek","Thu, 2016-06-09 14:46","28","19","13036","1301"
"Jeffery's Creek","Thu, 2016-06-09 14:46","29","20","13036","1301"
"Jeffery's Creek","Thu, 2016-06-09 14:46","33","21","13036","1301"
"Jeffery's Creek","Thu, 2016-06-09 14:46","34","22","13036","1301"
"Jeffery's Creek","Mon, 2016-06-13 14:52","3","","13041","1306"
"Jeffery's Creek","Mon, 2016-06-13 14:52","4","1","13041","1306"
"Jeffery's Creek","Mon, 2016-06-13 14:52","8","2","13041","1306"
"Jeffery's Creek","Mon, 2016-06-13 14:52","9","3","13041","1306"
"Jeffery's Creek","Mon, 2016-06-13 14:52","10","4","13041","1306"
"Jeffery's Creek","Mon, 2016-06-13 14:52","11","5","13041","1306"
"Jeffery's Creek","Mon, 2016-06-13 14:52","13","6","13041","1306"
"Jeffery's Creek","Mon, 2016-06-13 14:52","14","7","13041","1306"
"Jeffery's Creek","Mon, 2016-06-13 14:52","15","8","13041","1306"
"Jeffery's Creek","Mon, 2016-06-13 14:52","16","9","13041","1306"
"Jeffery's Creek","Mon, 2016-06-13 14:52","17","10","13041","1306"
"Jeffery's Creek","Mon, 2016-06-13 14:52","18","11","13041","1306"
"Jeffery's Creek","Mon, 2016-06-13 14:52","19","12","13041","1306"
"Jeffery's Creek","Mon, 2016-06-13 14:52","20","13","13041","1306"
"Jeffery's Creek","Mon, 2016-06-13 14:52","21","14","13041","1306"
"Jeffery's Creek","Mon, 2016-06-13 14:52","22","15","13041","1306"
"Jeffery's Creek","Mon, 2016-06-13 14:52","23","16","13041","1306"
"Jeffery's Creek","Mon, 2016-06-13 14:52","24","17","13041","1306"
"Jeffery's Creek","Mon, 2016-06-13 14:52","27","18","13041","1306"
"Jeffery's Creek","Mon, 2016-06-13 14:52","28","19","13041","1306"
"Jeffery's Creek","Mon, 2016-06-13 14:52","29","20","13041","1306"
"Jeffery's Creek","Mon, 2016-06-13 14:52","33","21","13041","1306"
"Jeffery's Creek","Mon, 2016-06-13 14:52","34","22","13041","1306"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","3","","13286","1391"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","4","1","13286","1391"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","8","2","13286","1391"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","10","3","13286","1391"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","11","4","13286","1391"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","13","5","13286","1391"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","14","6","13286","1391"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","15","7","13286","1391"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","16","8","13286","1391"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","17","9","13286","1391"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","18","10","13286","1391"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","19","11","13286","1391"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","20","12","13286","1391"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","23","13","13286","1391"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","24","14","13286","1391"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","29","15","13286","1391"
"Jeffery's Creek","Thu, 2016-06-09 09:26","8","","13541","1471"
"Jeffery's Creek","Thu, 2016-06-09 09:26","9","1","13541","1471"
"Jeffery's Creek","Thu, 2016-06-09 09:26","10","2","13541","1471"
"Jeffery's Creek","Thu, 2016-06-09 09:26","13","3","13541","1471"
"Jeffery's Creek","Thu, 2016-06-09 09:26","14","4","13541","1471"
"Jeffery's Creek","Thu, 2016-06-09 09:26","15","5","13541","1471"
"Jeffery's Creek","Thu, 2016-06-09 09:26","16","6","13541","1471"
"Jeffery's Creek","Thu, 2016-06-09 09:26","19","7","13541","1471"
"Jeffery's Creek","Thu, 2016-06-09 09:26","20","8","13541","1471"
"Jeffery's Creek","Thu, 2016-06-09 09:26","21","9","13541","1471"
"Jeffery's Creek","Thu, 2016-06-09 09:26","22","10","13541","1471"
"Jeffery's Creek","Thu, 2016-06-09 09:26","23","11","13541","1471"
"Jeffery's Creek","Thu, 2016-06-09 09:26","26","12","13541","1471"
"Jeffery's Creek","Thu, 2016-06-09 09:26","27","13","13541","1471"
"Jeffery's Creek","Thu, 2016-06-09 09:26","28","14","13541","1471"
"Jeffery's Creek","Thu, 2016-06-09 09:26","29","15","13541","1471"
"Jeffery's Creek","Thu, 2016-06-09 09:26","33","16","13541","1471"
"Jeffery's Creek","Thu, 2016-06-09 09:26","34","17","13541","1471"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","8","","13546","1506"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","9","1","13546","1506"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","10","2","13546","1506"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","13","3","13546","1506"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","14","4","13546","1506"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","15","5","13546","1506"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","16","6","13546","1506"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","19","7","13546","1506"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","20","8","13546","1506"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","21","9","13546","1506"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","22","10","13546","1506"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","23","11","13546","1506"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","26","12","13546","1506"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","27","13","13546","1506"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","28","14","13546","1506"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","29","15","13546","1506"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","33","16","13546","1506"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","34","17","13546","1506"
"Jeffery's Creek","Thu, 2016-06-09 09:27","8","","13556","1466"
"Jeffery's Creek","Thu, 2016-06-09 09:27","9","1","13556","1466"
"Jeffery's Creek","Thu, 2016-06-09 09:27","10","2","13556","1466"
"Jeffery's Creek","Thu, 2016-06-09 09:27","13","3","13556","1466"
"Jeffery's Creek","Thu, 2016-06-09 09:27","14","4","13556","1466"
"Jeffery's Creek","Thu, 2016-06-09 09:27","15","5","13556","1466"
"Jeffery's Creek","Thu, 2016-06-09 09:27","16","6","13556","1466"
"Jeffery's Creek","Thu, 2016-06-09 09:27","19","7","13556","1466"
"Jeffery's Creek","Thu, 2016-06-09 09:27","20","8","13556","1466"
"Jeffery's Creek","Thu, 2016-06-09 09:27","21","9","13556","1466"
"Jeffery's Creek","Thu, 2016-06-09 09:27","22","10","13556","1466"
"Jeffery's Creek","Thu, 2016-06-09 09:27","23","11","13556","1466"
"Jeffery's Creek","Thu, 2016-06-09 09:27","26","12","13556","1466"
"Jeffery's Creek","Thu, 2016-06-09 09:27","27","13","13556","1466"
"Jeffery's Creek","Thu, 2016-06-09 09:27","28","14","13556","1466"
"Jeffery's Creek","Thu, 2016-06-09 09:27","29","15","13556","1466"
"Jeffery's Creek","Thu, 2016-06-09 09:27","33","16","13556","1466"
"Jeffery's Creek","Thu, 2016-06-09 09:27","34","17","13556","1466"
"Imnaha River","Wed, 2015-09-30 10:30","24","","36301","109"
"Imnaha River","Tue, 2016-09-27 10:05","3","","36306","109"
"Imnaha River","Tue, 2016-09-27 10:05","4","1","36306","109"
"Imnaha River","Tue, 2016-09-27 10:05","8","2","36306","109"
"Imnaha River","Tue, 2016-09-27 10:05","9","3","36306","109"
"Imnaha River","Tue, 2016-09-27 10:05","10","4","36306","109"
"Imnaha River","Tue, 2016-09-27 10:05","11","5","36306","109"
"Imnaha River","Tue, 2016-09-27 10:05","15","6","36306","109"
"Imnaha River","Tue, 2016-09-27 10:05","16","7","36306","109"
"Imnaha River","Tue, 2016-09-27 10:05","17","8","36306","109"
"Imnaha River","Tue, 2016-09-27 10:05","18","9","36306","109"
"Imnaha River","Tue, 2016-09-27 10:05","22","10","36306","109"
"Imnaha River","Tue, 2016-09-27 10:05","23","11","36306","109"
"Imnaha River","Tue, 2016-09-27 10:05","24","12","36306","109"
"Imnaha River","Tue, 2016-09-27 10:05","29","13","36306","109"
"Grande Ronde River","Wed, 2016-09-28 10:30","","","36401","109"
"Grande Ronde River","Mon, 2015-09-28 11:15","","","36406","109"
"Wenaha River","Wed, 2016-09-28 13:11","3","","36416","109"
"Wenaha River","Wed, 2016-09-28 13:11","4","1","36416","109"
"Wenaha River","Wed, 2016-09-28 13:11","8","2","36416","109"
"Wenaha River","Wed, 2016-09-28 13:11","9","3","36416","109"
"Wenaha River","Wed, 2016-09-28 13:11","10","4","36416","109"
"Wenaha River","Wed, 2016-09-28 13:11","11","5","36416","109"
"Wenaha River","Wed, 2016-09-28 13:11","13","6","36416","109"
"Wenaha River","Wed, 2016-09-28 13:11","14","7","36416","109"
"Wenaha River","Wed, 2016-09-28 13:11","15","8","36416","109"
"Wenaha River","Wed, 2016-09-28 13:11","18","9","36416","109"
"Wenaha River","Wed, 2016-09-28 13:11","33","10","36416","109"
"Wenaha River","Wed, 2016-09-28 13:11","34","11","36416","109"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:59","3","","36551","109"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:59","4","1","36551","109"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:59","11","2","36551","109"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:59","18","3","36551","109"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","3","","36556","109"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","8","1","36556","109"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","9","2","36556","109"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","13","3","36556","109"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","14","4","36556","109"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","15","5","36556","109"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","19","6","36556","109"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","20","7","36556","109"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","21","8","36556","109"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","26","9","36556","109"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","27","10","36556","109"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","33","11","36556","109"
"Wallowa River Tamkaliks Site","Tue, 2016-10-04 09:30","3","","36576","109"
"Wallowa River Tamkaliks Site","Tue, 2016-10-04 09:30","4","1","36576","109"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","13","","36601","109"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","14","1","36601","109"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","15","2","36601","109"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","19","3","36601","109"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","20","4","36601","109"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","21","5","36601","109"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","22","6","36601","109"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","23","7","36601","109"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","26","8","36601","109"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","27","9","36601","109"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","28","10","36601","109"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","29","11","36601","109"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","33","12","36601","109"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","34","13","36601","109"
"Bear Creek","Wed, 2016-10-05 10:00","3","","36771","109"
"Bear Creek","Tue, 2016-10-04 10:00","18","","36791","109"
"Bear Creek","Tue, 2016-10-04 10:00","24","1","36791","109"
"Enterprise Marr Pond Site","Tue, 2015-10-27 10:08","4","","37086","109"
"Enterprise Marr Pond Site","Tue, 2015-10-27 10:08","10","1","37086","109"
"Enterprise Marr Pond Site","Tue, 2015-10-27 10:08","11","2","37086","109"
"Enterprise Marr Pond Site","Tue, 2015-10-27 10:08","18","3","37086","109"
"Enterprise City Park","Tue, 2015-10-27 08:35","","","37096","109"
"Enterprise City Park","Thu, 2016-10-13 13:00","20","","37131","109"
"Enterprise City Park","Thu, 2016-10-13 13:00","21","1","37131","109"
"Enterprise City Park","Thu, 2016-10-13 13:00","26","2","37131","109"
"Enterprise City Park","Thu, 2016-10-13 13:00","27","3","37131","109"
"Enterprise City Park","Thu, 2016-10-13 13:00","33","4","37131","109"
"Enterprise Marr Pond Site","Thu, 2016-10-13 14:30","3","","37151","109"
"Enterprise Marr Pond Site","Thu, 2016-10-13 14:30","4","1","37151","109"
"Enterprise Marr Pond Site","Thu, 2016-10-13 14:30","8","2","37151","109"
"Enterprise Marr Pond Site","Thu, 2016-10-13 14:30","11","3","37151","109"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","3","","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","4","1","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","8","2","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","9","3","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","10","4","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","11","5","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","13","6","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","14","7","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","15","8","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","16","9","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","17","10","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","18","11","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","19","12","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","20","13","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","21","14","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","22","15","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","23","16","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","24","17","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","13","","37426","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","18","1","37426","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","19","2","37426","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","24","3","37426","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","3","","37466","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","8","1","37466","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","9","2","37466","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","13","3","37466","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","14","4","37466","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","15","5","37466","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","19","6","37466","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","20","7","37466","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","21","8","37466","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","26","9","37466","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","27","10","37466","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","33","11","37466","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","13","","37471","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","14","1","37471","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","19","2","37471","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","20","3","37471","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","26","4","37471","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","13","","37476","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","19","1","37476","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","20","2","37476","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","26","3","37476","1696"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","13","","37481","1696"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","14","1","37481","1696"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","19","2","37481","1696"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","24","3","37481","1696"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","26","4","37481","1696"
"Joseph City Park","Wed, 2016-10-19 08:45","3","","37511","109"
"Joseph City Park","Wed, 2016-10-19 08:45","8","1","37511","109"
"Joseph City Park","Wed, 2016-10-19 08:45","9","2","37511","109"
"Joseph Prairie Creek","Wed, 2016-10-19 10:00","","","37526","109"
"Lostine River Wolfe Ranch","Thu, 2015-10-15 09:50","3","","38041","109"
"Lostine River Wolfe Ranch","Thu, 2015-10-15 09:50","8","1","38041","109"
"Lostine River Wolfe Ranch","Thu, 2015-10-15 09:50","9","2","38041","109"
"Lostine River Wolfe Ranch","Thu, 2015-10-15 09:50","13","3","38041","109"
"Lostine River Wolfe Ranch","Thu, 2015-10-15 09:50","14","4","38041","109"
"Lostine River Wolfe Ranch","Thu, 2015-10-15 09:50","18","5","38041","109"
"Lostine River Wolfe Ranch","Thu, 2015-10-15 09:50","24","6","38041","109"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","3","","38061","109"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","4","1","38061","109"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","8","2","38061","109"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","9","3","38061","109"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","10","4","38061","109"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","11","5","38061","109"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","13","6","38061","109"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","14","7","38061","109"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","15","8","38061","109"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","16","9","38061","109"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","17","10","38061","109"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","18","11","38061","109"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","19","12","38061","109"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","20","13","38061","109"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","21","14","38061","109"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","22","15","38061","109"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","23","16","38061","109"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","24","17","38061","109"
"Wallowa River Wolfe Ranch","Thu, 2015-10-15 10:50","","","38216","109"
"Wallowa River Wolfe Ranch","Wed, 2016-10-26 10:30","","","38231","109"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:40","11","","40456","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:40","13","1","40456","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:40","18","2","40456","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:40","19","3","40456","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:42","10","","40461","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:42","11","1","40461","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:42","16","2","40461","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:42","17","3","40461","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:42","18","4","40461","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:42","22","5","40461","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:42","23","6","40461","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:42","24","7","40461","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:42","26","8","40461","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:42","28","9","40461","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:42","29","10","40461","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:42","33","11","40461","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:42","34","12","40461","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:30","19","","40536","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:30","20","1","40536","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:30","21","2","40536","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:30","22","3","40536","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:30","26","4","40536","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:30","27","5","40536","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:30","28","6","40536","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:30","33","7","40536","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:30","34","8","40536","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","19","","40551","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","20","1","40551","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","21","2","40551","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","22","3","40551","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","26","4","40551","606"
