"Stream/Site name","Collected","North","Delta","Nid","Uid"
"Jeffery's Creek","Thu, 2016-06-09 09:26","21","8","13541","1471"
"Jeffery's Creek","Thu, 2016-06-09 09:26","22","9","13541","1471"
"Jeffery's Creek","Thu, 2016-06-09 09:26","23","10","13541","1471"
"Jeffery's Creek","Thu, 2016-06-09 09:26","24","11","13541","1471"
"Jeffery's Creek","Thu, 2016-06-09 09:26","28","12","13541","1471"
"Jeffery's Creek","Thu, 2016-06-09 09:26","29","13","13541","1471"
"Jeffery's Creek","Thu, 2016-06-09 09:26","34","14","13541","1471"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","4","","13546","1506"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","10","1","13546","1506"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","11","2","13546","1506"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","14","3","13546","1506"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","15","4","13546","1506"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","16","5","13546","1506"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","17","6","13546","1506"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","18","7","13546","1506"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","21","8","13546","1506"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","22","9","13546","1506"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","23","10","13546","1506"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","24","11","13546","1506"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","28","12","13546","1506"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","29","13","13546","1506"
"Jeffery's Creek","Thu, 2016-06-09 (All day)","34","14","13546","1506"
"Jeffery's Creek","Thu, 2016-06-09 09:27","4","","13556","1466"
"Jeffery's Creek","Thu, 2016-06-09 09:27","10","1","13556","1466"
"Jeffery's Creek","Thu, 2016-06-09 09:27","11","2","13556","1466"
"Jeffery's Creek","Thu, 2016-06-09 09:27","14","3","13556","1466"
"Jeffery's Creek","Thu, 2016-06-09 09:27","15","4","13556","1466"
"Jeffery's Creek","Thu, 2016-06-09 09:27","16","5","13556","1466"
"Jeffery's Creek","Thu, 2016-06-09 09:27","17","6","13556","1466"
"Jeffery's Creek","Thu, 2016-06-09 09:27","18","7","13556","1466"
"Jeffery's Creek","Thu, 2016-06-09 09:27","21","8","13556","1466"
"Jeffery's Creek","Thu, 2016-06-09 09:27","22","9","13556","1466"
"Jeffery's Creek","Thu, 2016-06-09 09:27","23","10","13556","1466"
"Jeffery's Creek","Thu, 2016-06-09 09:27","24","11","13556","1466"
"Jeffery's Creek","Thu, 2016-06-09 09:27","28","12","13556","1466"
"Jeffery's Creek","Thu, 2016-06-09 09:27","29","13","13556","1466"
"Jeffery's Creek","Thu, 2016-06-09 09:27","34","14","13556","1466"
"Imnaha River","Wed, 2015-09-30 10:30","3","","36301","109"
"Imnaha River","Wed, 2015-09-30 10:30","4","1","36301","109"
"Imnaha River","Wed, 2015-09-30 10:30","8","2","36301","109"
"Imnaha River","Wed, 2015-09-30 10:30","9","3","36301","109"
"Imnaha River","Wed, 2015-09-30 10:30","10","4","36301","109"
"Imnaha River","Wed, 2015-09-30 10:30","13","5","36301","109"
"Imnaha River","Wed, 2015-09-30 10:30","14","6","36301","109"
"Imnaha River","Wed, 2015-09-30 10:30","15","7","36301","109"
"Imnaha River","Wed, 2015-09-30 10:30","16","8","36301","109"
"Imnaha River","Wed, 2015-09-30 10:30","17","9","36301","109"
"Imnaha River","Wed, 2015-09-30 10:30","19","10","36301","109"
"Imnaha River","Wed, 2015-09-30 10:30","20","11","36301","109"
"Imnaha River","Wed, 2015-09-30 10:30","26","12","36301","109"
"Imnaha River","Wed, 2015-09-30 10:30","27","13","36301","109"
"Imnaha River","Wed, 2015-09-30 10:30","33","14","36301","109"
"Imnaha River","Tue, 2016-09-27 10:05","3","","36306","109"
"Imnaha River","Tue, 2016-09-27 10:05","4","1","36306","109"
"Imnaha River","Tue, 2016-09-27 10:05","11","2","36306","109"
"Imnaha River","Tue, 2016-09-27 10:05","18","3","36306","109"
"Grande Ronde River","Wed, 2016-09-28 10:30","","","36401","109"
"Grande Ronde River","Mon, 2015-09-28 11:15","3","","36406","109"
"Grande Ronde River","Mon, 2015-09-28 11:15","4","1","36406","109"
"Grande Ronde River","Mon, 2015-09-28 11:15","9","2","36406","109"
"Grande Ronde River","Mon, 2015-09-28 11:15","10","3","36406","109"
"Grande Ronde River","Mon, 2015-09-28 11:15","11","4","36406","109"
"Grande Ronde River","Mon, 2015-09-28 11:15","33","5","36406","109"
"Grande Ronde River","Mon, 2015-09-28 11:15","34","6","36406","109"
"Wenaha River","Wed, 2016-09-28 13:11","3","","36416","109"
"Wenaha River","Wed, 2016-09-28 13:11","4","1","36416","109"
"Wenaha River","Wed, 2016-09-28 13:11","8","2","36416","109"
"Wenaha River","Wed, 2016-09-28 13:11","9","3","36416","109"
"Wenaha River","Wed, 2016-09-28 13:11","10","4","36416","109"
"Wenaha River","Wed, 2016-09-28 13:11","11","5","36416","109"
"Wenaha River","Wed, 2016-09-28 13:11","13","6","36416","109"
"Wenaha River","Wed, 2016-09-28 13:11","14","7","36416","109"
"Wenaha River","Wed, 2016-09-28 13:11","15","8","36416","109"
"Wenaha River","Wed, 2016-09-28 13:11","16","9","36416","109"
"Wenaha River","Wed, 2016-09-28 13:11","18","10","36416","109"
"Wenaha River","Wed, 2016-09-28 13:11","19","11","36416","109"
"Wenaha River","Wed, 2016-09-28 13:11","20","12","36416","109"
"Wenaha River","Wed, 2016-09-28 13:11","21","13","36416","109"
"Wenaha River","Wed, 2016-09-28 13:11","22","14","36416","109"
"Wenaha River","Wed, 2016-09-28 13:11","23","15","36416","109"
"Wenaha River","Wed, 2016-09-28 13:11","24","16","36416","109"
"Wenaha River","Wed, 2016-09-28 13:11","26","17","36416","109"
"Wenaha River","Wed, 2016-09-28 13:11","27","18","36416","109"
"Wenaha River","Wed, 2016-09-28 13:11","28","19","36416","109"
"Wenaha River","Wed, 2016-09-28 13:11","33","20","36416","109"
"Wenaha River","Wed, 2016-09-28 13:11","34","21","36416","109"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:59","3","","36551","109"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:59","4","1","36551","109"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:59","8","2","36551","109"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:59","13","3","36551","109"
"Wallowa River Tamkaliks Site","Wed, 2016-10-05 08:31","","","36556","109"
"Wallowa River Tamkaliks Site","Tue, 2016-10-04 09:30","3","","36576","109"
"Wallowa River Tamkaliks Site","Tue, 2016-10-04 09:30","4","1","36576","109"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","4","","36601","109"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","10","1","36601","109"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","13","2","36601","109"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","14","3","36601","109"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","15","4","36601","109"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","16","5","36601","109"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","17","6","36601","109"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","18","7","36601","109"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","19","8","36601","109"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","20","9","36601","109"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","21","10","36601","109"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","22","11","36601","109"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","23","12","36601","109"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","24","13","36601","109"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","26","14","36601","109"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","27","15","36601","109"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","28","16","36601","109"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","29","17","36601","109"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","33","18","36601","109"
"Wallowa River Tamkaliks Site","Wed, 2015-10-07 09:30","34","19","36601","109"
"Bear Creek","Wed, 2016-10-05 10:00","","","36771","109"
"Bear Creek","Tue, 2016-10-04 10:00","3","","36791","109"
"Bear Creek","Tue, 2016-10-04 10:00","4","1","36791","109"
"Enterprise Marr Pond Site","Tue, 2015-10-27 10:08","","","37086","109"
"Enterprise City Park","Tue, 2015-10-27 08:35","3","","37096","109"
"Enterprise City Park","Tue, 2015-10-27 08:35","4","1","37096","109"
"Enterprise City Park","Tue, 2015-10-27 08:35","8","2","37096","109"
"Enterprise City Park","Tue, 2015-10-27 08:35","9","3","37096","109"
"Enterprise City Park","Tue, 2015-10-27 08:35","10","4","37096","109"
"Enterprise City Park","Tue, 2015-10-27 08:35","11","5","37096","109"
"Enterprise City Park","Tue, 2015-10-27 08:35","13","6","37096","109"
"Enterprise City Park","Tue, 2015-10-27 08:35","16","7","37096","109"
"Enterprise City Park","Tue, 2015-10-27 08:35","17","8","37096","109"
"Enterprise City Park","Tue, 2015-10-27 08:35","18","9","37096","109"
"Enterprise City Park","Tue, 2015-10-27 08:35","22","10","37096","109"
"Enterprise City Park","Tue, 2015-10-27 08:35","23","11","37096","109"
"Enterprise City Park","Tue, 2015-10-27 08:35","24","12","37096","109"
"Enterprise City Park","Tue, 2015-10-27 08:35","28","13","37096","109"
"Enterprise City Park","Tue, 2015-10-27 08:35","29","14","37096","109"
"Enterprise City Park","Tue, 2015-10-27 08:35","34","15","37096","109"
"Enterprise City Park","Thu, 2016-10-13 13:00","15","","37131","109"
"Enterprise City Park","Thu, 2016-10-13 13:00","17","1","37131","109"
"Enterprise City Park","Thu, 2016-10-13 13:00","21","2","37131","109"
"Enterprise City Park","Thu, 2016-10-13 13:00","22","3","37131","109"
"Enterprise Marr Pond Site","Thu, 2016-10-13 14:30","4","","37151","109"
"Enterprise Marr Pond Site","Thu, 2016-10-13 14:30","18","1","37151","109"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","3","","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","4","1","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","8","2","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","9","3","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","10","4","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","11","5","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","13","6","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","14","7","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","15","8","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","16","9","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","17","10","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","18","11","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","19","12","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","20","13","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","21","14","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","22","15","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","23","16","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","24","17","37421","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","3","","37426","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","4","1","37426","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","8","2","37426","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","9","3","37426","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","10","4","37426","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","11","5","37426","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","13","6","37426","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","14","7","37426","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","15","8","37426","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","16","9","37426","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","17","10","37426","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","18","11","37426","1696"
"Wiley Creek State Park","Mon, 2016-09-26 (All day)","19","12","37426","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","3","","37466","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","4","1","37466","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","8","2","37466","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","9","3","37466","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","10","4","37466","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","11","5","37466","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","13","6","37466","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","14","7","37466","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","15","8","37466","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","16","9","37466","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","17","10","37466","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","18","11","37466","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","19","12","37466","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","20","13","37466","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","21","14","37466","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","22","15","37466","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","23","16","37466","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","24","17","37466","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","26","18","37466","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","27","19","37466","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","3","","37471","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","4","1","37471","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","8","2","37471","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","9","3","37471","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","10","4","37471","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","11","5","37471","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","13","6","37471","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","14","7","37471","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","15","8","37471","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","16","9","37471","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","17","10","37471","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","18","11","37471","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","21","12","37471","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","22","13","37471","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","23","14","37471","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","24","15","37471","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","26","16","37471","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","3","","37476","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","4","1","37476","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","8","2","37476","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","9","3","37476","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","10","4","37476","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","11","5","37476","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","13","6","37476","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","14","7","37476","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","15","8","37476","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","16","9","37476","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","17","10","37476","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","18","11","37476","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","19","12","37476","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","20","13","37476","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","21","14","37476","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","22","15","37476","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","23","16","37476","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","24","17","37476","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","26","18","37476","1696"
"Wiley Creek State Park","Tue, 2016-09-27 (All day)","27","19","37476","1696"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","3","","37481","1696"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","4","1","37481","1696"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","8","2","37481","1696"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","9","3","37481","1696"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","10","4","37481","1696"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","11","5","37481","1696"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","13","6","37481","1696"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","14","7","37481","1696"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","15","8","37481","1696"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","16","9","37481","1696"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","17","10","37481","1696"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","18","11","37481","1696"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","19","12","37481","1696"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","20","13","37481","1696"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","21","14","37481","1696"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","22","15","37481","1696"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","23","16","37481","1696"
"Wiley Creek State Park","Tue, 2016-09-27 11:50","24","17","37481","1696"
"Joseph City Park","Wed, 2016-10-19 08:45","13","","37511","109"
"Joseph City Park","Wed, 2016-10-19 08:45","19","1","37511","109"
"Joseph City Park","Wed, 2016-10-19 08:45","28","2","37511","109"
"Joseph City Park","Wed, 2016-10-19 08:45","29","3","37511","109"
"Joseph City Park","Wed, 2016-10-19 08:45","34","4","37511","109"
"Joseph Prairie Creek","Wed, 2016-10-19 10:00","","","37526","109"
"Lostine River Wolfe Ranch","Thu, 2015-10-15 09:50","3","","38041","109"
"Lostine River Wolfe Ranch","Thu, 2015-10-15 09:50","4","1","38041","109"
"Lostine River Wolfe Ranch","Thu, 2015-10-15 09:50","8","2","38041","109"
"Lostine River Wolfe Ranch","Thu, 2015-10-15 09:50","9","3","38041","109"
"Lostine River Wolfe Ranch","Thu, 2015-10-15 09:50","11","4","38041","109"
"Lostine River Wolfe Ranch","Thu, 2015-10-15 09:50","18","5","38041","109"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","8","","38061","109"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","11","1","38061","109"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","13","2","38061","109"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","17","3","38061","109"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","18","4","38061","109"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","19","5","38061","109"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","26","6","38061","109"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","27","7","38061","109"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","28","8","38061","109"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","33","9","38061","109"
"Lostine River Wolfe Ranch","Wed, 2016-10-26 09:59","34","10","38061","109"
"Wallowa River Wolfe Ranch","Thu, 2015-10-15 10:50","","","38216","109"
"Wallowa River Wolfe Ranch","Wed, 2016-10-26 10:30","","","38231","109"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:40","18","","40456","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:40","24","1","40456","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:40","26","2","40456","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:40","27","3","40456","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:42","8","","40461","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:42","13","1","40461","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:42","14","2","40461","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:42","16","3","40461","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:42","19","4","40461","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:42","20","5","40461","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:42","21","6","40461","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:42","22","7","40461","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:42","23","8","40461","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:42","24","9","40461","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:42","26","10","40461","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:42","27","11","40461","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:42","28","12","40461","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:42","29","13","40461","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:42","33","14","40461","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 12:42","34","15","40461","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:30","19","","40536","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:30","20","1","40536","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:30","21","2","40536","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:30","22","3","40536","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:30","23","4","40536","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:30","24","5","40536","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:30","26","6","40536","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:30","27","7","40536","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:30","28","8","40536","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:30","29","9","40536","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:30","33","10","40536","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:30","34","11","40536","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","19","","40551","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","20","1","40551","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","21","2","40551","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","22","3","40551","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","23","4","40551","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","24","5","40551","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","26","6","40551","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","27","7","40551","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","28","8","40551","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","29","9","40551","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","33","10","40551","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","34","11","40551","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","19","","40556","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","20","1","40556","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","21","2","40556","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","22","3","40556","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","23","4","40556","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","24","5","40556","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","26","6","40556","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","27","7","40556","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","28","8","40556","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","29","9","40556","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","33","10","40556","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 13:35","34","11","40556","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 (All day)","3","","40566","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 (All day)","4","1","40566","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 (All day)","9","2","40566","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 (All day)","10","3","40566","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 (All day)","33","4","40566","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 (All day)","34","5","40566","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:28","3","","40581","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:28","8","1","40581","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:28","9","2","40581","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:28","13","3","40581","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:28","14","4","40581","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:28","15","5","40581","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:28","16","6","40581","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:28","19","7","40581","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:28","20","8","40581","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:28","21","9","40581","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:28","22","10","40581","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:28","26","11","40581","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:28","27","12","40581","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:28","33","13","40581","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:34","13","","40601","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:34","19","1","40601","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:34","20","2","40601","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:34","21","3","40601","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:34","26","4","40601","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:34","27","5","40601","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:34","28","6","40601","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:34","33","7","40601","606"
"South Santiam - water treatment exit","Thu, 2017-04-20 14:34","34","8","40601","606"
"West Olalla Creek","Tue, 2017-05-02 09:00","13","","40696","1076"
"West Olalla Creek","Tue, 2017-05-02 09:00","14","1","40696","1076"
"West Olalla Creek","Tue, 2017-05-02 09:00","15","2","40696","1076"
"West Olalla Creek","Tue, 2017-05-02 09:00","16","3","40696","1076"
